Asiakas: Stenvalvet 235 Bjuv Bjuv AB (800060),Unnamed: 1,Unnamed: 2
11.7.2020 9.00,0.021,0
11.7.2020 10.00,0.021,0
11.7.2020 11.00,0.021,0
11.7.2020 12.00,0.02,0
11.7.2020 13.00,0.021,0
11.7.2020 14.00,0.021,0
11.7.2020 15.00,0.021,0
11.7.2020 16.00,0.021,0
11.7.2020 17.00,0.021,0
11.7.2020 18.00,0.021,0
11.7.2020 19.00,0.021,0
11.7.2020 20.00,0.021,0
11.7.2020 21.00,0.021,0
11.7.2020 22.00,0.021,0
11.7.2020 23.00,0.021,0
12.7.2020 0.00,0.021,0
12.7.2020 1.00,0.021,0
12.7.2020 2.00,0.02,0
12.7.2020 3.00,0.021,0
12.7.2020 4.00,0.021,0
12.7.2020 5.00,0.021,0
12.7.2020 6.00,0.021,0
12.7.2020 7.00,0.021,0
12.7.2020 8.00,0.021,0
12.7.2020 9.00,0.021,0
12.7.2020 10.00,0.021,0
12.7.2020 11.00,0.021,0
12.7.2020 12.00,0.021,0
12.7.2020 13.00,0.021,0
12.7.2020 14.00,0.021,0
12.7.2020 15.00,0.021,0
12.7.2020 16.00,0.021,0
12.7.2020 17.00,0.02,0
12.7.2020 18.00,0.021,0
12.7.2020 19.00,0.021,0
12.7.2020 20.00,0.021,0
12.7.2020 21.00,0.021,0
12.7.2020 22.00,0.021,0
12.7.2020 23.00,0.021,0
13.7.2020 0.00,0.021,0
13.7.2020 1.00,0.021,0
13.7.2020 2.00,0.021,0
13.7.2020 3.00,0.021,0
13.7.2020 4.00,0.021,0
13.7.2020 5.00,0.021,0
13.7.2020 6.00,0.021,0
13.7.2020 7.00,0.02,0
13.7.2020 8.00,0.021,0
13.7.2020 9.00,0.021,0
13.7.2020 10.00,0.021,0
13.7.2020 11.00,0.021,0
13.7.2020 12.00,0.021,0
13.7.2020 13.00,0.021,0
13.7.2020 14.00,0.021,0
13.7.2020 15.00,0.021,0
13.7.2020 16.00,0.021,0
13.7.2020 17.00,0.021,0
13.7.2020 18.00,0.021,0
13.7.2020 19.00,0.021,0
13.7.2020 20.00,0.021,0
13.7.2020 21.00,0.02,0
13.7.2020 22.00,0.021,0
13.7.2020 23.00,0.021,0
14.7.2020 0.00,0.021,0
14.7.2020 1.00,0.021,0
14.7.2020 2.00,0.021,0
14.7.2020 3.00,0.021,0
14.7.2020 4.00,0.021,0
14.7.2020 5.00,0.021,0
14.7.2020 6.00,0.021,0
14.7.2020 7.00,0.021,0
14.7.2020 8.00,0.021,0
14.7.2020 9.00,0.021,0
14.7.2020 10.00,0.021,0
14.7.2020 11.00,0.021,0
14.7.2020 12.00,0.02,0
14.7.2020 13.00,0.021,0
14.7.2020 14.00,0.021,0
14.7.2020 15.00,0.021,0
14.7.2020 16.00,0.021,0
14.7.2020 17.00,0.021,0
14.7.2020 18.00,0.021,0
14.7.2020 19.00,0.021,0
14.7.2020 20.00,0.021,0
14.7.2020 21.00,0.021,0
14.7.2020 22.00,0.021,0
14.7.2020 23.00,0.021,0
15.7.2020 0.00,0.021,0
15.7.2020 1.00,0.021,0
15.7.2020 2.00,0.02,0
15.7.2020 3.00,0.021,0
15.7.2020 4.00,0.021,0
15.7.2020 5.00,0.021,0
15.7.2020 6.00,0.021,0
15.7.2020 7.00,0.021,0
15.7.2020 8.00,0.021,0
15.7.2020 9.00,0.021,0
15.7.2020 10.00,0.021,0
15.7.2020 11.00,0.021,0
15.7.2020 12.00,0.021,0
15.7.2020 13.00,0.021,0
15.7.2020 14.00,0.021,0
15.7.2020 15.00,0.021,0
15.7.2020 16.00,0.02,0
15.7.2020 17.00,0.021,0
15.7.2020 18.00,0.021,0
15.7.2020 19.00,0.021,0
15.7.2020 20.00,0.021,0
15.7.2020 21.00,0.021,0
15.7.2020 22.00,0.021,0
15.7.2020 23.00,0.021,0
16.7.2020 0.00,0.021,0
16.7.2020 1.00,0.021,0
16.7.2020 2.00,0.021,0
16.7.2020 3.00,0.021,0
16.7.2020 4.00,0.021,0
16.7.2020 5.00,0.021,0
16.7.2020 6.00,0.021,0
16.7.2020 7.00,0.02,0
16.7.2020 8.00,0.021,0
16.7.2020 9.00,0.021,0
16.7.2020 10.00,0.021,0
16.7.2020 11.00,0.021,0
16.7.2020 12.00,0.021,0
16.7.2020 13.00,0.021,0
16.7.2020 14.00,0.021,0
16.7.2020 15.00,0.021,0
16.7.2020 16.00,0.021,0
16.7.2020 17.00,0.021,0
16.7.2020 18.00,0.021,0
16.7.2020 19.00,0.021,0
16.7.2020 20.00,0.021,0
16.7.2020 21.00,0.02,0
16.7.2020 22.00,0.021,0
16.7.2020 23.00,0.021,0
17.7.2020 0.00,0.021,0
17.7.2020 1.00,0.021,0
17.7.2020 2.00,0.021,0
17.7.2020 3.00,0.021,0
17.7.2020 4.00,0.021,0
17.7.2020 5.00,0.021,0
17.7.2020 6.00,0.021,0
17.7.2020 7.00,0.021,0
17.7.2020 8.00,0.021,0
17.7.2020 9.00,0.021,0
17.7.2020 10.00,0.021,0
17.7.2020 11.00,0.02,0
17.7.2020 12.00,0.021,0
17.7.2020 13.00,0.021,0
17.7.2020 14.00,0.021,0
17.7.2020 15.00,0.021,0
17.7.2020 16.00,0.021,0
17.7.2020 17.00,0.021,0
17.7.2020 18.00,0.021,0
17.7.2020 19.00,0.021,0
17.7.2020 20.00,0.021,0
17.7.2020 21.00,0.021,0
17.7.2020 22.00,0.021,0
17.7.2020 23.00,0.021,0
18.7.2020 0.00,0.021,0
18.7.2020 1.00,0.021,0
18.7.2020 2.00,0.02,0
18.7.2020 3.00,0.021,0
18.7.2020 4.00,0.021,0
18.7.2020 5.00,0.021,0
18.7.2020 6.00,0.021,0
18.7.2020 7.00,0.021,0
18.7.2020 8.00,0.021,0
18.7.2020 9.00,0.021,0
18.7.2020 10.00,0.021,0
18.7.2020 11.00,0.021,0
18.7.2020 12.00,0.021,0
18.7.2020 13.00,0.021,0
18.7.2020 14.00,0.021,0
18.7.2020 15.00,0.021,0
18.7.2020 16.00,0.02,0
18.7.2020 17.00,0.021,0
18.7.2020 18.00,0.021,0
18.7.2020 19.00,0.021,0
18.7.2020 20.00,0.021,0
18.7.2020 21.00,0.021,0
18.7.2020 22.00,0.021,0
18.7.2020 23.00,0.021,0
19.7.2020 0.00,0.021,0
19.7.2020 1.00,0.021,0
19.7.2020 2.00,0.021,0
19.7.2020 3.00,0.021,0
19.7.2020 4.00,0.021,0
19.7.2020 5.00,0.021,0
19.7.2020 6.00,0.02,0
19.7.2020 7.00,0.021,0
19.7.2020 8.00,0.021,0
19.7.2020 9.00,0.021,0
19.7.2020 10.00,0.021,0
19.7.2020 11.00,0.021,0
19.7.2020 12.00,0.021,0
19.7.2020 13.00,0.021,0
19.7.2020 14.00,0.021,0
19.7.2020 15.00,0.021,0
19.7.2020 16.00,0.021,0
19.7.2020 17.00,0.021,0
19.7.2020 18.00,0.021,0
19.7.2020 19.00,0.021,0
19.7.2020 20.00,0.021,0
19.7.2020 21.00,0.02,0
19.7.2020 22.00,0.021,0
19.7.2020 23.00,0.021,0
20.7.2020 0.00,0.021,0
20.7.2020 1.00,0.021,0
20.7.2020 2.00,0.021,0
20.7.2020 3.00,0.021,0
20.7.2020 4.00,0.021,0
20.7.2020 5.00,0.021,0
20.7.2020 6.00,0.021,0
20.7.2020 7.00,0.021,0
20.7.2020 8.00,0.021,0
20.7.2020 9.00,0.021,0
20.7.2020 10.00,0.021,0
20.7.2020 11.00,0.02,0
20.7.2020 12.00,0.021,0
20.7.2020 13.00,0.021,0
20.7.2020 14.00,0.021,0
20.7.2020 15.00,0.021,0
20.7.2020 16.00,0.021,0
20.7.2020 17.00,0.021,0
20.7.2020 18.00,0.021,0
20.7.2020 19.00,0.021,0
20.7.2020 20.00,0.021,0
20.7.2020 21.00,0.021,0
20.7.2020 22.00,0.021,0
20.7.2020 23.00,0.021,0
21.7.2020 0.00,0.021,0
21.7.2020 1.00,0.02,0
21.7.2020 2.00,0.021,0
21.7.2020 3.00,0.021,0
21.7.2020 4.00,0.021,0
21.7.2020 5.00,0.021,0
21.7.2020 6.00,0.021,0
21.7.2020 7.00,0.021,0
21.7.2020 8.00,0.021,0
21.7.2020 9.00,0.021,0
21.7.2020 10.00,0.021,0
21.7.2020 11.00,0.021,0
21.7.2020 12.00,0.021,0
21.7.2020 13.00,0.021,0
21.7.2020 14.00,0.021,0
21.7.2020 15.00,0.021,0
21.7.2020 16.00,0.02,0
21.7.2020 17.00,0.021,0
21.7.2020 18.00,0.021,0
21.7.2020 19.00,0.021,0
21.7.2020 20.00,0.021,0
21.7.2020 21.00,0.021,0
21.7.2020 22.00,0.021,0
21.7.2020 23.00,0.021,0
22.7.2020 0.00,0.021,0
22.7.2020 1.00,0.021,0
22.7.2020 2.00,0.021,0
22.7.2020 3.00,0.021,0
22.7.2020 4.00,0.021,0
22.7.2020 5.00,0.021,0
22.7.2020 6.00,0.02,0
22.7.2020 7.00,0.021,0
22.7.2020 8.00,0.021,0
22.7.2020 9.00,0.021,0
22.7.2020 10.00,0.021,0
22.7.2020 11.00,0.021,0
22.7.2020 12.00,0.021,0
22.7.2020 13.00,0.021,0
22.7.2020 14.00,0.021,0
22.7.2020 15.00,0.021,0
22.7.2020 16.00,0.021,0
22.7.2020 17.00,0.021,0
22.7.2020 18.00,0.021,0
22.7.2020 19.00,0.021,0
22.7.2020 20.00,0.02,0
22.7.2020 21.00,0.021,0
22.7.2020 22.00,0.021,0
22.7.2020 23.00,0.021,0
23.7.2020 0.00,0.021,0
23.7.2020 1.00,0.021,0
23.7.2020 2.00,0.021,0
23.7.2020 3.00,0.021,0
23.7.2020 4.00,0.021,0
23.7.2020 5.00,0.021,0
23.7.2020 6.00,0.021,0
23.7.2020 7.00,0.021,0
23.7.2020 8.00,0.021,0
23.7.2020 9.00,0.021,0
23.7.2020 10.00,0.021,0
23.7.2020 11.00,0.02,0
23.7.2020 12.00,0.021,0
23.7.2020 13.00,0.021,0
23.7.2020 14.00,0.021,0
23.7.2020 15.00,0.021,0
23.7.2020 16.00,0.021,0
23.7.2020 17.00,0.021,0
23.7.2020 18.00,0.021,0
23.7.2020 19.00,0.021,0
23.7.2020 20.00,0.021,0
23.7.2020 21.00,0.021,0
23.7.2020 22.00,0.021,0
23.7.2020 23.00,0.021,0
24.7.2020 0.00,0.021,0
24.7.2020 1.00,0.02,0
24.7.2020 2.00,0.021,0
24.7.2020 3.00,0.021,0
24.7.2020 4.00,0.021,0
24.7.2020 5.00,0.021,0
24.7.2020 6.00,0.021,0
24.7.2020 7.00,0.021,0
24.7.2020 8.00,0.021,0
24.7.2020 9.00,0.021,0
24.7.2020 10.00,0.021,0
24.7.2020 11.00,0.021,0
24.7.2020 12.00,0.021,0
24.7.2020 13.00,0.021,0
24.7.2020 14.00,0.021,0
24.7.2020 15.00,0.02,0
24.7.2020 16.00,0.021,0
24.7.2020 17.00,0.021,0
24.7.2020 18.00,0.021,0
24.7.2020 19.00,0.021,0
24.7.2020 20.00,0.021,0
24.7.2020 21.00,0.021,0
24.7.2020 22.00,0.021,0
24.7.2020 23.00,0.021,0
25.7.2020 0.00,0.021,0
25.7.2020 1.00,0.021,0
25.7.2020 2.00,0.021,0
25.7.2020 3.00,0.021,0
25.7.2020 4.00,0.021,0
25.7.2020 5.00,0.021,0
25.7.2020 6.00,0.02,0
25.7.2020 7.00,0.021,0
25.7.2020 8.00,0.021,0
25.7.2020 9.00,0.021,0
25.7.2020 10.00,0.021,0
25.7.2020 11.00,0.021,0
25.7.2020 12.00,0.021,0
25.7.2020 13.00,0.021,0
25.7.2020 14.00,0.021,0
25.7.2020 15.00,0.021,0
25.7.2020 16.00,0.021,0
25.7.2020 17.00,0.021,0
25.7.2020 18.00,0.021,0
25.7.2020 19.00,0.021,0
25.7.2020 20.00,0.02,0
25.7.2020 21.00,0.021,0
25.7.2020 22.00,0.021,0
25.7.2020 23.00,0.021,0
26.7.2020 0.00,0.021,0
26.7.2020 1.00,0.021,0
26.7.2020 2.00,0.021,0
26.7.2020 3.00,0.021,0
26.7.2020 4.00,0.021,0
26.7.2020 5.00,0.021,0
26.7.2020 6.00,0.021,0
26.7.2020 7.00,0.021,0
26.7.2020 8.00,0.021,0
26.7.2020 9.00,0.021,0
26.7.2020 10.00,0.02,0
26.7.2020 11.00,0.021,0
26.7.2020 12.00,0.021,0
26.7.2020 13.00,0.021,0
26.7.2020 14.00,0.021,0
26.7.2020 15.00,0.021,0
26.7.2020 16.00,0.021,0
26.7.2020 17.00,0.021,0
26.7.2020 18.00,0.021,0
26.7.2020 19.00,0.021,0
26.7.2020 20.00,0.021,0
26.7.2020 21.00,0.021,0
26.7.2020 22.00,0.021,0
26.7.2020 23.00,0.021,0
27.7.2020 0.00,0.021,0
27.7.2020 1.00,0.02,0
27.7.2020 2.00,0.021,0
27.7.2020 3.00,0.021,0
27.7.2020 4.00,0.021,0
27.7.2020 5.00,0.021,0
27.7.2020 6.00,0.021,0
27.7.2020 7.00,0.021,0
27.7.2020 8.00,0.021,0
27.7.2020 9.00,0.021,0
27.7.2020 10.00,0.021,0
27.7.2020 11.00,0.021,0
27.7.2020 12.00,0.021,0
27.7.2020 13.00,0.021,0
27.7.2020 14.00,0.021,0
27.7.2020 15.00,0.02,0
27.7.2020 16.00,0.021,0
27.7.2020 17.00,0.021,0
27.7.2020 18.00,0.021,0
27.7.2020 19.00,0.021,0
27.7.2020 20.00,0.021,0
27.7.2020 21.00,0.021,0
27.7.2020 22.00,0.021,0
27.7.2020 23.00,0.021,0
28.7.2020 0.00,0.021,0
28.7.2020 1.00,0.021,0
28.7.2020 2.00,0.021,0
28.7.2020 3.00,0.021,0
28.7.2020 4.00,0.021,0
28.7.2020 5.00,0.02,0
28.7.2020 6.00,0.021,0
28.7.2020 7.00,0.021,0
28.7.2020 8.00,0.021,0
28.7.2020 9.00,0.021,0
28.7.2020 10.00,0.021,0
28.7.2020 11.00,0.021,0
28.7.2020 12.00,0.021,0
28.7.2020 13.00,0.021,0
28.7.2020 14.00,0.021,0
28.7.2020 15.00,0.021,0
28.7.2020 16.00,0.021,0
28.7.2020 17.00,0.021,0
28.7.2020 18.00,0.021,0
28.7.2020 19.00,0.021,0
28.7.2020 20.00,0.02,0
28.7.2020 21.00,0.021,0
28.7.2020 22.00,0.021,0
28.7.2020 23.00,0.021,0
29.7.2020 0.00,0.021,0
29.7.2020 1.00,0.021,0
29.7.2020 2.00,0.021,0
29.7.2020 3.00,0.021,0
29.7.2020 4.00,0.021,0
29.7.2020 5.00,0.021,0
29.7.2020 6.00,0.021,0
29.7.2020 7.00,0.021,0
29.7.2020 8.00,0.021,0
29.7.2020 9.00,0.021,0
29.7.2020 10.00,0.02,0
29.7.2020 11.00,0.021,0
29.7.2020 12.00,0.021,0
29.7.2020 13.00,0.021,0
29.7.2020 14.00,0.021,0
29.7.2020 15.00,0.021,0
29.7.2020 16.00,0.021,0
29.7.2020 17.00,0.021,0
29.7.2020 18.00,0.021,0
29.7.2020 19.00,0.021,0
29.7.2020 20.00,0.021,0
29.7.2020 21.00,0.021,0
29.7.2020 22.00,0.021,0
29.7.2020 23.00,0.021,0
30.7.2020 0.00,0.02,0
30.7.2020 1.00,0.021,0
30.7.2020 2.00,0.021,0
30.7.2020 3.00,0.021,0
30.7.2020 4.00,0.021,0
30.7.2020 5.00,0.021,0
30.7.2020 6.00,0.021,0
30.7.2020 7.00,0.021,0
30.7.2020 8.00,0.021,0
30.7.2020 9.00,0.021,0
30.7.2020 10.00,0.021,0
30.7.2020 11.00,0.021,0
30.7.2020 12.00,0.021,0
30.7.2020 13.00,0.021,0
30.7.2020 14.00,0.021,0
30.7.2020 15.00,0.02,0
30.7.2020 16.00,0.021,0
30.7.2020 17.00,0.021,0
30.7.2020 18.00,0.021,0
30.7.2020 19.00,0.021,0
30.7.2020 20.00,0.021,0
30.7.2020 21.00,0.021,0
30.7.2020 22.00,0.021,0
30.7.2020 23.00,0.021,0
31.7.2020 0.00,0.021,0
31.7.2020 1.00,0.021,0
31.7.2020 2.00,0.021,0
31.7.2020 3.00,0.021,0
31.7.2020 4.00,0.021,0
31.7.2020 5.00,0.02,0
31.7.2020 6.00,0.021,0
31.7.2020 7.00,0.021,0
31.7.2020 8.00,0.021,0
31.7.2020 9.00,0.021,0
31.7.2020 10.00,0.021,0
31.7.2020 11.00,0.021,0
31.7.2020 12.00,0.021,0
31.7.2020 13.00,0.021,0
31.7.2020 14.00,0.021,0
31.7.2020 15.00,0.021,0
31.7.2020 16.00,0.021,0
31.7.2020 17.00,0.021,0
31.7.2020 18.00,0.021,0
31.7.2020 19.00,0.02,0
31.7.2020 20.00,0.021,0
31.7.2020 21.00,0.021,0
31.7.2020 22.00,0.021,0
31.7.2020 23.00,0.021,0
1.8.2020 0.00,0.021,0
1.8.2020 1.00,0.021,0
1.8.2020 2.00,0.021,0
1.8.2020 3.00,0.018,0
1.8.2020 4.00,0.018,0
1.8.2020 5.00,0.018,0
1.8.2020 6.00,0.018,0
1.8.2020 7.00,0.018,0
1.8.2020 8.00,0.018,0
1.8.2020 9.00,0.018,0
1.8.2020 10.00,0.018,0
1.8.2020 11.00,0.018,0
1.8.2020 12.00,0.018,0
1.8.2020 13.00,0.018,0
1.8.2020 14.00,0.018,0
1.8.2020 15.00,0.018,0
1.8.2020 16.00,0.018,0
1.8.2020 17.00,0.018,0
1.8.2020 18.00,0.018,0
1.8.2020 19.00,0.018,0
1.8.2020 20.00,0.018,0
1.8.2020 21.00,0.018,0
1.8.2020 22.00,0.018,0
1.8.2020 23.00,0.018,0
2.8.2020 0.00,0.018,0
2.8.2020 1.00,0.018,0
2.8.2020 2.00,0.018,0
2.8.2020 3.00,0.018,0
2.8.2020 4.00,0.018,0
2.8.2020 5.00,0.018,0
2.8.2020 6.00,0.018,0
2.8.2020 7.00,0.018,0
2.8.2020 8.00,0.018,0
2.8.2020 9.00,0.018,0
2.8.2020 10.00,0.018,0
2.8.2020 11.00,0.018,0
2.8.2020 12.00,0.018,0
2.8.2020 13.00,0.018,0
2.8.2020 14.00,0.018,0
2.8.2020 15.00,0.018,0
2.8.2020 16.00,0.018,0
2.8.2020 17.00,0.018,0
2.8.2020 18.00,0.018,0
2.8.2020 19.00,0.018,0
2.8.2020 20.00,0.018,0
2.8.2020 21.00,0.018,0
2.8.2020 22.00,0.018,0
2.8.2020 23.00,0.018,0
3.8.2020 0.00,0.018,0
3.8.2020 1.00,0.018,0
3.8.2020 2.00,0.018,0
3.8.2020 3.00,0.018,0
3.8.2020 4.00,0.018,0
3.8.2020 5.00,0.018,0
3.8.2020 6.00,0.018,0
3.8.2020 7.00,0.018,0
3.8.2020 8.00,0.018,0
3.8.2020 9.00,0.018,0
3.8.2020 10.00,0.018,0
3.8.2020 11.00,0.018,0
3.8.2020 12.00,0.018,0
3.8.2020 13.00,0.018,0
3.8.2020 14.00,0.018,0
3.8.2020 15.00,0.018,0
3.8.2020 16.00,0.018,0
3.8.2020 17.00,0.018,0
3.8.2020 18.00,0.018,0
3.8.2020 19.00,0.018,0
3.8.2020 20.00,0.018,0
3.8.2020 21.00,0.018,0
3.8.2020 22.00,0.018,0
3.8.2020 23.00,0.018,0
4.8.2020 0.00,0.018,0
4.8.2020 1.00,0.018,0
4.8.2020 2.00,0.018,0
4.8.2020 3.00,0.018,0
4.8.2020 4.00,0.018,0
4.8.2020 5.00,0.018,0
4.8.2020 6.00,0.018,0
4.8.2020 7.00,0.018,0
4.8.2020 8.00,0.018,0
4.8.2020 9.00,0.018,0
4.8.2020 10.00,0.018,0
4.8.2020 11.00,0.018,0
4.8.2020 12.00,0.018,0
4.8.2020 13.00,0.018,0
4.8.2020 14.00,0.018,0
4.8.2020 15.00,0.018,0
4.8.2020 16.00,0.018,0
4.8.2020 17.00,0.018,0
4.8.2020 18.00,0.018,0
4.8.2020 19.00,0.018,0
4.8.2020 20.00,0.018,0
4.8.2020 21.00,0.018,0
4.8.2020 22.00,0.018,0
4.8.2020 23.00,0.018,0
5.8.2020 0.00,0.018,0
5.8.2020 1.00,0.018,0
5.8.2020 2.00,0.018,0
5.8.2020 3.00,0.018,0
5.8.2020 4.00,0.018,0
5.8.2020 5.00,0.018,0
5.8.2020 6.00,0.018,0
5.8.2020 7.00,0.018,0
5.8.2020 8.00,0.018,0
5.8.2020 9.00,0.018,0
5.8.2020 10.00,0.018,0
5.8.2020 11.00,0.018,0
5.8.2020 12.00,0.018,0
5.8.2020 13.00,0.018,0
5.8.2020 14.00,0.018,0
5.8.2020 15.00,0.018,0
5.8.2020 16.00,0.018,0
5.8.2020 17.00,0.018,0
5.8.2020 18.00,0.018,0
5.8.2020 19.00,0.018,0
5.8.2020 20.00,0.018,0
5.8.2020 21.00,0.018,0
5.8.2020 22.00,0.018,0
5.8.2020 23.00,0.018,0
6.8.2020 0.00,0.018,0
6.8.2020 1.00,0.018,0
6.8.2020 2.00,0.018,0
6.8.2020 3.00,0.018,0
6.8.2020 4.00,0.018,0
6.8.2020 5.00,0.018,0
6.8.2020 6.00,0.018,0
6.8.2020 7.00,0.018,0
6.8.2020 8.00,0.018,0
6.8.2020 9.00,0.018,0
6.8.2020 10.00,0.018,0
6.8.2020 11.00,0.018,0
6.8.2020 12.00,0.018,0
6.8.2020 13.00,0.018,0
6.8.2020 14.00,0.018,0
6.8.2020 15.00,0.018,0
6.8.2020 16.00,0.018,0
6.8.2020 17.00,0.018,0
6.8.2020 18.00,0.018,0
6.8.2020 19.00,0.018,0
6.8.2020 20.00,0.018,0
6.8.2020 21.00,0.018,0
6.8.2020 22.00,0.018,0
6.8.2020 23.00,0.018,0
7.8.2020 0.00,0.018,0
7.8.2020 1.00,0.018,0
7.8.2020 2.00,0.018,0
7.8.2020 3.00,0.018,0
7.8.2020 4.00,0.018,0
7.8.2020 5.00,0.018,0
7.8.2020 6.00,0.018,0
7.8.2020 7.00,0.018,0
7.8.2020 8.00,0.018,0
7.8.2020 9.00,0.018,0
7.8.2020 10.00,0.018,0
7.8.2020 11.00,0.018,0
7.8.2020 12.00,0.018,0
7.8.2020 13.00,0.018,0
7.8.2020 14.00,0.018,0
7.8.2020 15.00,0.018,0
7.8.2020 16.00,0.018,0
7.8.2020 17.00,0.018,0
7.8.2020 18.00,0.018,0
7.8.2020 19.00,0.018,0
7.8.2020 20.00,0.018,0
7.8.2020 21.00,0.018,0
7.8.2020 22.00,0.018,0
7.8.2020 23.00,0.018,0
8.8.2020 0.00,0.018,0
8.8.2020 1.00,0.018,0
8.8.2020 2.00,0.018,0
8.8.2020 3.00,0.018,0
8.8.2020 4.00,0.018,0
8.8.2020 5.00,0.018,0
8.8.2020 6.00,0.018,0
8.8.2020 7.00,0.018,0
8.8.2020 8.00,0.018,0
8.8.2020 9.00,0.018,0
8.8.2020 10.00,0.018,0
8.8.2020 11.00,0.018,0
8.8.2020 12.00,0.018,0
8.8.2020 13.00,0.018,0
8.8.2020 14.00,0.018,0
8.8.2020 15.00,0.018,0
8.8.2020 16.00,0.018,0
8.8.2020 17.00,0.018,0
8.8.2020 18.00,0.018,0
8.8.2020 19.00,0.018,0
8.8.2020 20.00,0.018,0
8.8.2020 21.00,0.018,0
8.8.2020 22.00,0.018,0
8.8.2020 23.00,0.018,0
9.8.2020 0.00,0.018,0
9.8.2020 1.00,0.018,0
9.8.2020 2.00,0.018,0
9.8.2020 3.00,0.018,0
9.8.2020 4.00,0.018,0
9.8.2020 5.00,0.018,0
9.8.2020 6.00,0.018,0
9.8.2020 7.00,0.018,0
9.8.2020 8.00,0.018,0
9.8.2020 9.00,0.018,0
9.8.2020 10.00,0.018,0
9.8.2020 11.00,0.018,0
9.8.2020 12.00,0.018,0
9.8.2020 13.00,0.018,0
9.8.2020 14.00,0.018,0
9.8.2020 15.00,0.018,0
9.8.2020 16.00,0.018,0
9.8.2020 17.00,0.018,0
9.8.2020 18.00,0.018,0
9.8.2020 19.00,0.018,0
9.8.2020 20.00,0.018,0
9.8.2020 21.00,0.018,0
9.8.2020 22.00,0.018,0
9.8.2020 23.00,0.018,0
10.8.2020 0.00,0.018,0
10.8.2020 1.00,0.018,0
10.8.2020 2.00,0.018,0
10.8.2020 3.00,0.018,0
10.8.2020 4.00,0.018,0
10.8.2020 5.00,0.018,0
10.8.2020 6.00,0.018,0
10.8.2020 7.00,0.018,0
10.8.2020 8.00,0.018,0
10.8.2020 9.00,0.018,0
10.8.2020 10.00,0.018,0
10.8.2020 11.00,0.018,0
10.8.2020 12.00,0.018,0
10.8.2020 13.00,0.018,0
10.8.2020 14.00,0.018,0
10.8.2020 15.00,0.018,0
10.8.2020 16.00,0.018,0
10.8.2020 17.00,0.018,0
10.8.2020 18.00,0.018,0
10.8.2020 19.00,0.018,0
10.8.2020 20.00,0.018,0
10.8.2020 21.00,0.018,0
10.8.2020 22.00,0.018,0
10.8.2020 23.00,0.018,0
11.8.2020 0.00,0.018,0
11.8.2020 1.00,0.018,0
11.8.2020 2.00,0.018,0
11.8.2020 3.00,0.018,0
11.8.2020 4.00,0.018,0
11.8.2020 5.00,0.018,0
11.8.2020 6.00,0.018,0
11.8.2020 7.00,0.018,0
11.8.2020 8.00,0.018,0
11.8.2020 9.00,0.018,0
11.8.2020 10.00,0.018,0
11.8.2020 11.00,0.018,0
11.8.2020 12.00,0.018,0
11.8.2020 13.00,0.018,0
11.8.2020 14.00,0.018,0
11.8.2020 15.00,0.018,0
11.8.2020 16.00,0.018,0
11.8.2020 17.00,0.018,0
11.8.2020 18.00,0.018,0
11.8.2020 19.00,0.018,0
11.8.2020 20.00,0.018,0
11.8.2020 21.00,0.018,0
11.8.2020 22.00,0.018,0
11.8.2020 23.00,0.018,0
12.8.2020 0.00,0.018,0
12.8.2020 1.00,0.018,0
12.8.2020 2.00,0.018,0
12.8.2020 3.00,0.018,0
12.8.2020 4.00,0.018,0
12.8.2020 5.00,0.018,0
12.8.2020 6.00,0.018,0
12.8.2020 7.00,0.018,0
12.8.2020 8.00,0.018,0
12.8.2020 9.00,0.018,0
12.8.2020 10.00,0.018,0
12.8.2020 11.00,0.018,0
12.8.2020 12.00,0.018,0
12.8.2020 13.00,0.018,0
12.8.2020 14.00,0.018,0
12.8.2020 15.00,0.018,0
12.8.2020 16.00,0.018,0
12.8.2020 17.00,0.018,0
12.8.2020 18.00,0.018,0
12.8.2020 19.00,0.018,0
12.8.2020 20.00,0.018,0
12.8.2020 21.00,0.018,0
12.8.2020 22.00,0.018,0
12.8.2020 23.00,0.018,0
13.8.2020 0.00,0.018,0
13.8.2020 1.00,0.018,0
13.8.2020 2.00,0.018,0
13.8.2020 3.00,0.018,0
13.8.2020 4.00,0.018,0
13.8.2020 5.00,0.018,0
13.8.2020 6.00,0.018,0
13.8.2020 7.00,0.018,0
13.8.2020 8.00,0.018,0
13.8.2020 9.00,0.018,0
13.8.2020 10.00,0.018,0
13.8.2020 11.00,0.018,0
13.8.2020 12.00,0.018,0
13.8.2020 13.00,0.018,0
13.8.2020 14.00,0.018,0
13.8.2020 15.00,0.018,0
13.8.2020 16.00,0.018,0
13.8.2020 17.00,0.018,0
13.8.2020 18.00,0.018,0
13.8.2020 19.00,0.018,0
13.8.2020 20.00,0.018,0
13.8.2020 21.00,0.018,0
13.8.2020 22.00,0.018,0
13.8.2020 23.00,0.018,0
14.8.2020 0.00,0.018,0
14.8.2020 1.00,0.018,0
14.8.2020 2.00,0.018,0
14.8.2020 3.00,0.018,0
14.8.2020 4.00,0.018,0
14.8.2020 5.00,0.018,0
14.8.2020 6.00,0.018,0
14.8.2020 7.00,0.018,0
14.8.2020 8.00,0.018,0
14.8.2020 9.00,0.018,0
14.8.2020 10.00,0.018,0
14.8.2020 11.00,0.018,0
14.8.2020 12.00,0.018,0
